#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
164.0,Niger,1198,1.0,69.0,,1115.0,1.0,14.0,,49.0,3.0,25579.0,1047.0,24421139.0,Africa,20385.0,353930.0,955.0
165.0,Vietnam,1096,1.0,35.0,,1020.0,10.0,41.0,,11.0,0.4,1009145.0,10343.0,97564118.0,Asia,89018.0,2787546.0,97.0
166.0,Sao Tome and Principe,911,,15.0,,886.0,,10.0,,4137.0,68.0,5024.0,22817.0,220189.0,Africa,242.0,14679.0,44.0
167.0,San Marino,732,,42.0,,680.0,,10.0,3.0,21561.0,1237.0,7755.0,228424.0,33950.0,Europe,46.0,808.0,4.0
168.0,Diamond Princess,712,,13.0,,651.0,,48.0,4.0,,,,,,,,,
169.0,Turks and Caicos,690,1.0,6.0,,648.0,3.0,36.0,4.0,17760.0,154.0,3378.0,86948.0,38851.0,North America,56.0,6475.0,12.0
170.0,Channel Islands,677,12.0,48.0,,600.0,,29.0,2.0,3885.0,275.0,123884.0,710849.0,174276.0,Europe,257.0,3631.0,1.0
171.0,Sint Maarten,668,1.0,22.0,,567.0,10.0,79.0,6.0,15535.0,512.0,3767.0,87603.0,43001.0,North America,64.0,1955.0,11.0
172.0,Papua New Guinea,539,,7.0,,519.0,,13.0,,60.0,0.8,25955.0,2887.0,8989908.0,Australia/Oceania,16679.0,1284273.0,346.0
173.0,Taiwan,517,2.0,7.0,,484.0,,26.0,,22.0,0.3,94459.0,3964.0,23828009.0,Asia,46089.0,3404001.0,252.0
174.0,Burundi,513,3.0,1.0,,472.0,,40.0,,43.0,0.08,37522.0,3132.0,11978580.0,Africa,23350.0,11978580.0,319.0
175.0,Tanzania,509,,21.0,,183.0,,305.0,7.0,8.0,0.3,,,60157086.0,Africa,118187.0,2864623.0,
176.0,Comoros,484,,7.0,,466.0,,11.0,,554.0,8.0,,,874268.0,Africa,1806.0,124895.0,
177.0,Faeroe Islands,472,,,,432.0,3.0,40.0,,9650.0,,132025.0,2699291.0,48911.0,Europe,104.0,,0.0
178.0,Gibraltar,416,6.0,,,351.0,2.0,65.0,,12349.0,,48160.0,1429589.0,33688.0,Europe,81.0,,1.0
179.0,Saint Martin,412,9.0,8.0,,309.0,,95.0,11.0,10610.0,206.0,5170.0,133134.0,38833.0,North America,94.0,4854.0,8.0
180.0,Curaçao,411,12.0,1.0,,197.0,12.0,213.0,2.0,2502.0,6.0,7730.0,47058.0,164267.0,North America,400.0,164267.0,21.0
181.0,Mauritius,385,4.0,10.0,,344.0,,31.0,,303.0,8.0,246326.0,193604.0,1272318.0,Africa,3305.0,127232.0,5.0
182.0,Eritrea,381,,,,353.0,,28.0,,107.0,,,,3558955.0,Africa,9341.0,,
183.0,Isle of Man,341,1.0,24.0,,315.0,,2.0,,4005.0,282.0,13257.0,155690.0,85150.0,Europe,250.0,3548.0,6.0
184.0,Mongolia,313,,,,307.0,,6.0,1.0,95.0,,71418.0,21696.0,3291717.0,Asia,10517.0,,46.0
185.0,Bhutan,282,,,,225.0,3.0,57.0,,364.0,,137893.0,178205.0,773788.0,Asia,2744.0,,6.0
186.0,Cambodia,278,1.0,,,275.0,,3.0,,17.0,,140194.0,8356.0,16778051.0,Asia,60353.0,,120.0
187.0,Monaco,221,2.0,2.0,,188.0,1.0,31.0,1.0,5621.0,51.0,51953.0,1321489.0,39314.0,Europe,178.0,19657.0,1.0
188.0,Cayman Islands,213,2.0,1.0,,209.0,,3.0,,3231.0,15.0,39814.0,603975.0,65920.0,North America,309.0,65920.0,2.0
189.0,Barbados,193,,7.0,,179.0,,7.0,,671.0,24.0,23750.0,82618.0,287467.0,North America,1489.0,41067.0,12.0
190.0,Bermuda,181,,9.0,,169.0,1.0,3.0,,2909.0,145.0,65904.0,1059243.0,62218.0,North America,344.0,6913.0,1.0
191.0,Brunei,146,,3.0,,142.0,,1.0,,333.0,7.0,58914.0,134336.0,438557.0,Asia,3004.0,146186.0,7.0
192.0,Seychelles,145,1.0,,,143.0,,2.0,,1472.0,,5200.0,52789.0,98505.0,Africa,679.0,,19.0
193.0,Caribbean Netherlands,121,,1.0,,32.0,,88.0,,4603.0,38.0,2569.0,97733.0,26286.0,North America,217.0,26286.0,10.0
194.0,Liechtenstein,120,1.0,1.0,,116.0,2.0,3.0,,3145.0,26.0,900.0,23587.0,38156.0,Europe,318.0,38156.0,42.0
195.0,Antigua and Barbuda,106,5.0,3.0,,94.0,2.0,9.0,,1080.0,31.0,2813.0,28664.0,98138.0,North America,926.0,32713.0,35.0
196.0,British Virgin Islands,71,,1.0,,66.0,,4.0,2.0,2345.0,33.0,4841.0,159859.0,30283.0,North America,427.0,30283.0,6.0
197.0,St. Vincent Grenadines,64,,,,64.0,,0.0,,576.0,,5225.0,47059.0,111032.0,North America,1735.0,,21.0
198.0,St. Barth,62,8.0,,,37.0,,25.0,,6272.0,,2668.0,269904.0,9885.0,North America,159.0,,4.0
199.0,Macao,46,,,,46.0,,0.0,,71.0,,4238.0,6504.0,651596.0,Asia,14165.0,,154.0
200.0,Fiji,32,,2.0,,28.0,,2.0,1.0,36.0,2.0,9912.0,11036.0,898123.0,Australia/Oceania,28066.0,449062.0,91.0
201.0,Dominica,31,,,,24.0,,7.0,,430.0,,2612.0,36261.0,72033.0,North America,2324.0,,28.0
202.0,Timor-Leste,28,,,,28.0,,0.0,,21.0,,8073.0,6094.0,1324798.0,Asia,47314.0,,164.0
203.0,New Caledonia,27,,,,27.0,,0.0,,94.0,,14585.0,50960.0,286204.0,Australia/Oceania,10600.0,,20.0
204.0,Saint Lucia,27,,,,27.0,,0.0,,147.0,,8120.0,44168.0,183845.0,North America,6809.0,,23.0
205.0,Grenada,24,,,,24.0,,0.0,,213.0,,6252.0,55495.0,112658.0,North America,4694.0,,18.0
206.0,Laos,23,,,,22.0,,1.0,,3.0,,54069.0,7404.0,7302488.0,Asia,317499.0,,135.0
207.0,Saint Kitts and Nevis,19,,,,17.0,,2.0,,356.0,,2431.0,45613.0,53296.0,North America,2805.0,,22.0
208.0,Saint Pierre Miquelon,16,,,,6.0,,10.0,,2765.0,,1967.0,339900.0,5787.0,North America,362.0,,3.0
209.0,Greenland,14,,,,14.0,,0.0,,246.0,,7949.0,139957.0,56796.0,North America,4057.0,,7.0
210.0,Montserrat,13,,1.0,,12.0,,0.0,,2604.0,200.0,449.0,89926.0,4993.0,North America,384.0,4993.0,11.0
211.0,Falkland Islands,13,,,,13.0,,0.0,,3709.0,,2261.0,645078.0,3505.0,South America,270.0,,2.0
212.0,Vatican City,12,,,,12.0,,0.0,,14963.0,,,,802.0,Europe,67.0,,
213.0,Western Sahara,10,,1.0,,8.0,,1.0,,17.0,2.0,,,601016.0,Africa,60102.0,601016.0,
214.0,MS Zaandam,9,,2.0,,,,7.0,,,,,,,,,,
215.0,Anguilla,3,,,,3.0,,0.0,,200.0,,1020.0,67833.0,15037.0,North America,5012.0,,15.0
